candidate,probability,label
0.223559_DM_57.72_beam_7C2020_02_04_02:46:25.fil.hdf5,1.3578339e-08,0.0
0.224173_DM_55.26_beam_3C2020_02_04_02:46:25.fil.hdf5,6.500275e-09,0.0
0.224786_DM_55.87_beam_0C2020_02_04_02:46:25.fil.hdf5,7.158982e-09,0.0
0.230298_DM_55.57_beam_6C2020_02_04_02:46:25.fil.hdf5,4.4977675e-09,0.0
0.23045_DM_352.74_beam_0I2020_01_12_23:31:12.fil.hdf5,0.0025140045,0.0
0.233357_DM_53.73_beam_9C2020_02_04_02:46:25.fil.hdf5,7.835925e-09,0.0
0.235191_DM_1915.82_beam_50C2020_04_12_05:16:22.fil.hdf5,0.00019606971,0.0
0.237858_DM_428.28_beam_0I2020_01_12_23:36:28.fil.hdf5,0.00029398067,0.0
0.240399_DM_180.52_beam_0C2020_04_19_17:42:01.fil.hdf5,1.0,1.0
0.243067_DM_100.70_beam_0C2020_04_19_19:49:45.fil.hdf5,1.0,1.0
0.243773_DM_86.57_beam_0C2020_03_31_02:55:11.fil.hdf5,0.16831468,0.0
0.244692_DM_75.83_beam_0C2020_04_07_01:14:20.fil.hdf5,0.9999999,1.0
0.246239_DM_49.12_beam_0C2020_03_28_14:40:48.fil.hdf5,0.99996865,1.0
0.253171_DM_129.25_beam_0C2020_04_19_18:32:27.fil.hdf5,1.0,1.0
0.2574_DM_373.93_beam_0I2020_01_12_23:35:23.fil.hdf5,0.00022562513,0.0
0.25893_DM_75.83_beam_0C2020_04_12_01:03:46.fil.hdf5,1.0,1.0
0.261228_DM_503.26_beam_0I2020_01_12_23:38:37.fil.hdf5,0.00020590232,0.0
0.266641_DM_573.02_beam_0I2020_01_12_23:37:37.fil.hdf5,0.0011016248,0.0
0.27164_DM_56.80_beam_0C2020_03_30_04:02:01.fil.hdf5,0.99999964,1.0
0.27317_DM_349.37_beam_10C2020_02_14_04:43:22.fil.hdf5,3.4011548e-05,0.0
0.274391_DM_1544.04_beam_493C2020_04_13_01:02:11.fil.hdf5,8.494523e-05,0.0
0.274548_DM_105.92_beam_0I2020_01_12_23:37:02.fil.hdf5,0.00011944198,0.0
0.284653_DM_151.35_beam_0I2020_01_12_23:31:39.fil.hdf5,6.033597e-05,0.0
0.286032_DM_75.83_beam_0C2020_03_30_01:41:10.fil.hdf5,1.0,1.0
0.294664_DM_75.83_beam_0C2020_04_07_06:06:08.fil.hdf5,1.0,1.0
0.295585_DM_75.83_beam_0C2020_02_02_11:20:11.fil.hdf5,1.0,1.0
0.295888_DM_75.83_beam_0C2020_02_27_23:54:25.fil.hdf5,1.0,1.0
0.296746_DM_56.80_beam_0C2020_03_30_04:06:21.fil.hdf5,1.0,1.0
0.304711_DM_238.23_beam_0C2020_04_11_21:32:27.fil.hdf5,0.99999917,1.0
0.304867_DM_56.80_beam_0C2020_03_30_03:57:57.fil.hdf5,0.999997,1.0
0.306553_DM_61.40_beam_6C2020_02_02_08:03:52.fil.hdf5,0.00024214045,0.0
0.308851_DM_75.83_beam_0C2020_04_07_06:05:23.fil.hdf5,1.0,1.0
0.31543_DM_34.38_beam_10C2020_04_14_02:29:25.fil.hdf5,0.0018653984,0.0
0.316714_DM_376.69_beam_0I2020_01_12_23:37:27.fil.hdf5,0.00054753746,0.0
0.318488_DM_156.88_beam_0C2020_04_12_01:28:54.fil.hdf5,0.9999999,1.0
0.320484_DM_163.63_beam_0C2020_04_19_17:48:14.fil.hdf5,1.0,1.0
0.320542_DM_52.19_beam_1C2020_02_04_02:46:19.fil.hdf5,4.754389e-05,0.0
0.320791_DM_55.26_beam_8C2020_02_02_08:03:52.fil.hdf5,2.5229483e-05,0.0
0.323295_DM_315.29_beam_0I2020_01_12_23:56:25.fil.hdf5,0.0001550483,0.0
0.323388_DM_2475.99_beam_273C2020_01_02_15:27:13.fil.hdf5,0.00033652535,0.0
0.324926_DM_46.05_beam_0I2020_04_13_01:05:24.fil.hdf5,7.893372e-05,0.0
0.325031_DM_49.12_beam_0C2020_03_28_15:24:16.fil.hdf5,0.99969447,1.0
0.325227_DM_465.44_beam_2C2020_02_02_04:32:08_1.fil.hdf5,6.987786e-08,0.0
0.333806_DM_464.79_beam_11C2020_02_02_04:32:08.fil.hdf5,1.2221192e-07,0.0
0.352796_DM_2654.34_beam_532C2020_04_13_00:54:01.fil.hdf5,9.208247e-06,0.0
0.354664_DM_961.05_beam_10C2020_05_30_10:21:16.fil.hdf5,0.011751554,0.0
0.354688_DM_77.06_beam_0I2020_01_12_23:33:26.fil.hdf5,0.00020902413,0.0
0.363359_DM_45.74_beam_2C2020_03_23_03:07:49.fil.hdf5,0.0005593803,0.0
0.364486_DM_177.75_beam_0I2020_01_12_23:36:39.fil.hdf5,0.004565708,0.0
0.366572_DM_501.30_beam_0C2020_03_15_20:13:09.fil.hdf5,1.0,1.0
0.368719_DM_3021.10_beam_26C2019_12_18_08:44:19.fil.hdf5,4.15714e-05,0.0
0.370858_DM_29.16_beam_0C2020_04_13_09:27:12.fil.hdf5,0.98684955,1.0
0.371779_DM_75.83_beam_0C2020_02_27_23:54:14.fil.hdf5,1.0,1.0
0.372239_DM_352.74_beam_0I2020_01_12_23:55:03.fil.hdf5,0.00011182953,0.0
0.37392_DM_23.02_beam_0C2020_04_13_08:28:35.fil.hdf5,1.0,1.0
0.376221_DM_207.84_beam_0C2020_03_15_23:13:44.fil.hdf5,5.8450273e-06,0.0
0.376525_DM_89.34_beam_0I2020_01_12_23:54:01.fil.hdf5,0.009386927,0.0
0.377295_DM_87.19_beam_0C2020_04_07_02:13:49.fil.hdf5,1.0,1.0
0.378513_DM_175.30_beam_0C2020_03_23_03:19:17.fil.hdf5,1.0,1.0
0.378979_DM_174.99_beam_0C2020_04_19_19:30:22.fil.hdf5,0.99992037,1.0
0.019602_DM_633.00_beam_1C2020_02_14_04:58:13.fil.hdf5,2.2625139e-08,0.0
0.019602_DM_639.52_beam_8C2020_02_14_04:58:13.fil.hdf5,1.7888195e-05,0.0
0.019604_DM_143.06_beam_5C2020_02_02_11:55:53.fil.hdf5,1.8108394e-05,0.0
0.019604_DM_953.46_beam_485C2020_05_31_19:47:03.fil.hdf5,0.0009962782,0.0
0.020215_DM_634.96_beam_9C2020_02_14_04:58:13.fil.hdf5,8.585652e-07,0.0
0.020823_DM_404.80_beam_11C2020_02_14_04:34:59.fil.hdf5,0.0007373783,0.0
0.020823_DM_407.41_beam_9C2020_02_14_04:34:59.fil.hdf5,3.494902e-05,0.0
0.022053_DM_102.23_beam_80C2020_04_12_03:33:21.fil.hdf5,0.0040046405,0.0
0.0245_DM_141.83_beam_7C2020_02_03_00:02:49.fil.hdf5,0.02702502,0.0
0.01776_DM_500.65_beam_0C2020_04_19_18:00:58.fil.hdf5,0.00022494573,0.0
0.001744_DM_77.67_beam_0I2020_01_12_23:45:29.fil.hdf5,0.0022862137,0.0
0.004596_DM_174.68_beam_0C2020_04_19_19:29:57.fil.hdf5,0.99992657,1.0
0.005111_DM_163.63_beam_0I2020_01_12_23:56:33.fil.hdf5,0.001162122,0.0
0.005202_DM_34.08_beam_602C2020_04_23_23:03:35.fil.hdf5,0.0008103754,0.0
0.006127_DM_654.52_beam_8C2020_02_14_05:03:57.fil.hdf5,8.8914185e-06,0.0
0.009796_DM_285.20_beam_11C2020_03_31_00:06:52.fil.hdf5,0.00013657782,0.0
0.009798_DM_303.62_beam_379C2020_01_12_22:22:58.fil.hdf5,0.00033092254,0.0
0.009798_DM_303.93_beam_430C2020_01_12_22:22:58.fil.hdf5,9.8951736e-05,0.0
0.009798_DM_526.08_beam_373C2020_01_12_22:22:58.fil.hdf5,0.00010813872,0.0
0.009798_DM_526.08_beam_424C2020_01_12_22:22:58.fil.hdf5,6.8884685e-05,0.0
0.0098_DM_31.01_beam_0C2020_04_19_19:53:51.fil.hdf5,4.0775103e-06,0.0
0.010104_DM_385.90_beam_0C2020_04_19_16:17:32.fil.hdf5,0.0006869713,0.0
0.01041_DM_360.42_beam_297C2020_04_13_07:10:29.fil.hdf5,0.0030467848,0.0
0.011023_DM_147.67_beam_1C2020_02_02_08:02:19.fil.hdf5,0.0003016502,0.0
0.011025_DM_381.33_beam_9C2020_03_31_02:07:38.fil.hdf5,0.00063639675,0.0
0.012858_DM_135.39_beam_255C2020_01_20_11:16:13.fil.hdf5,1.7926279e-05,0.0
0.012863_DM_283.67_beam_6C2020_03_31_00:06:52.fil.hdf5,0.00017200875,0.0
0.012866_DM_143.98_beam_3C2020_02_14_05:03:57.fil.hdf5,0.0003890243,0.0
0.013472_DM_148.90_beam_299C2020_01_20_11:16:13.fil.hdf5,0.028437657,0.0
0.013472_DM_294.41_beam_4C2020_02_14_04:50:48.fil.hdf5,0.0011368006,0.0
0.013472_DM_296.56_beam_0C2020_02_14_04:50:48.fil.hdf5,4.0904994e-05,0.0
0.013476_DM_163.02_beam_0C2020_04_12_02:51:11.fil.hdf5,1.13603255e-05,0.0
0.014085_DM_149.20_beam_295C2020_01_20_11:16:13.fil.hdf5,0.0031883144,0.0
0.014699_DM_206.00_beam_291C2020_01_20_11:16:13.fil.hdf5,0.042743903,0.0
0.014702_DM_252.97_beam_9C2020_02_02_09:13:17.fil.hdf5,0.00038501006,0.0
0.014702_DM_253.58_beam_6C2020_02_02_09:13:17.fil.hdf5,0.000144327,0.0
0.014702_DM_254.50_beam_2C2020_02_02_09:13:17.fil.hdf5,0.000101322024,0.0
0.015311_DM_139.99_beam_0C2020_02_14_05:03:57.fil.hdf5,0.008276638,0.0
0.0245_DM_141.83_beam_9C2020_02_03_00:02:49.fil.hdf5,0.010012426,0.0
0.026335_DM_569.11_beam_1C2020_02_02_04:09:09.fil.hdf5,1.4855166e-09,0.0
0.02695_DM_68.15_beam_4C2020_03_31_03:03:35.fil.hdf5,0.010152263,0.0
0.391993_DM_771.88_beam_0C2020_03_20_00:10:33.fil.hdf5,0.00071890827,0.0
0.392048_DM_180.82_beam_0C2020_04_19_17:26:05.fil.hdf5,1.0,1.0
0.396491_DM_404.80_beam_5C2020_02_04_01:52:25_1.fil.hdf5,0.000149602,0.0
0.400564_DM_123.72_beam_0C2020_04_19_16:23:03.fil.hdf5,0.0024082016,0.0
0.401946_DM_235.78_beam_0I2020_01_12_23:35:06.fil.hdf5,9.880106e-05,0.0
0.408684_DM_239.15_beam_0C2020_04_19_17:36:06.fil.hdf5,1.0,1.0
0.409144_DM_81.05_beam_0C2020_04_19_16:19:42.fil.hdf5,1.0,1.0
0.414655_DM_85.04_beam_0C2020_04_19_18:54:42.fil.hdf5,1.0,1.0
0.425679_DM_168.54_beam_0C2020_03_23_03:04:33.fil.hdf5,0.9999887,1.0
0.426287_DM_51.27_beam_7C2020_02_04_03:53:12.fil.hdf5,0.017905744,0.0
0.427817_DM_75.83_beam_0C2020_03_15_23:08:28.fil.hdf5,1.0,1.0
0.429506_DM_42.98_beam_0I2020_05_24_23:19:50.fil.hdf5,5.6099783e-05,0.0
0.434554_DM_192.18_beam_0C2020_04_14_01:41:58.fil.hdf5,1.0,1.0
0.436086_DM_1616.89_beam_10C2020_02_14_05:07:11.fil.hdf5,0.00051302457,0.0
0.436553_DM_238.23_beam_0C2020_04_11_21:31:22.fil.hdf5,0.99999166,1.0
0.440376_DM_166.39_beam_0C2020_03_23_03:14:54.fil.hdf5,0.9999999,1.0
0.440989_DM_2009.32_beam_195C2020_05_31_18:22:00.fil.hdf5,8.702515e-06,0.0
0.440994_DM_350.59_beam_7C2020_02_14_05:15:53.fil.hdf5,2.677219e-05,0.0
0.443345_DM_96.09_beam_0I2020_01_12_23:27:51.fil.hdf5,0.02865446,0.0
0.449104_DM_43.29_beam_527C2020_04_23_23:09:00.fil.hdf5,0.08244183,0.0
0.44916_DM_296.56_beam_0I2020_01_12_23:31:48.fil.hdf5,0.00047047692,0.0
0.451245_DM_81.97_beam_0C2020_04_11_21:17:15.fil.hdf5,0.9999994,1.0
0.454001_DM_51.58_beam_7C2020_02_21_20:27:41.fil.hdf5,1.884346e-08,0.0
0.458143_DM_164.25_beam_0C2020_03_23_03:05:47.fil.hdf5,1.0,1.0
0.459826_DM_111.44_beam_0I2020_01_12_23:35:30.fil.hdf5,0.00056007813,0.0
0.459979_DM_402.85_beam_0C2020_02_02_11:30:01.fil.hdf5,1.0,1.0
0.461717_DM_69.69_beam_0I2020_01_12_23:20:01.fil.hdf5,0.00015116455,0.0
0.461721_DM_424.36_beam_35C2019_12_18_08:44:07.fil.hdf5,0.0019129523,0.0
0.464568_DM_52.19_beam_11C2020_02_02_04:24:07.fil.hdf5,0.00011606556,0.0
0.467175_DM_32.23_beam_0C2020_04_11_22:32:30.fil.hdf5,0.92282283,1.0
0.470236_DM_164.55_beam_0C2020_04_12_00:12:36.fil.hdf5,1.0,1.0
0.470693_DM_57.10_beam_0C2020_03_30_04:06:18.fil.hdf5,0.9999901,1.0
0.47131_DM_295.33_beam_0C2020_04_19_20:12:06.fil.hdf5,1.0,1.0
0.471771_DM_93.94_beam_0C2020_04_19_18:42:16.fil.hdf5,1.0,1.0
0.477957_DM_80.43_beam_0I2020_01_12_23:34:20.fil.hdf5,7.736631e-05,0.0
0.478966_DM_162.71_beam_0C2020_03_23_03:08:47.fil.hdf5,1.0,1.0
0.479731_DM_75.83_beam_0C2020_02_27_23:55:44.fil.hdf5,1.0,1.0
0.480806_DM_21.80_beam_0C2020_04_13_09:53:12.fil.hdf5,0.079048395,0.0
0.482238_DM_44.82_beam_0I2020_05_24_23:20:34.fil.hdf5,2.0996149e-05,0.0
0.48279_DM_177.14_beam_0C2020_04_13_07:59:23.fil.hdf5,1.0,1.0
0.485914_DM_216.44_beam_0I2020_01_12_23:44:12_1.fil.hdf5,8.441825e-05,0.0
0.486464_DM_163.63_beam_0C2020_04_12_00:05:45.fil.hdf5,1.0,1.0
0.490052_DM_30.39_beam_0C2020_04_11_22:14:06_1.fil.hdf5,1.0,1.0
0.49489_DM_93.94_beam_0C2020_04_19_19:45:16.fil.hdf5,0.9995846,1.0
0.498563_DM_163.02_beam_0C2020_04_12_00:06:34.fil.hdf5,1.0,1.0
0.499995_DM_105.61_beam_0C2020_04_14_04:25:46.fil.hdf5,0.99999607,1.0
0.499995_DM_128.94_beam_0C2020_04_19_18:32:03.fil.hdf5,1.0,1.0
0.499995_DM_143.68_beam_0C2020_03_15_15:42:51.fil.hdf5,1.0,1.0
0.499995_DM_146.13_beam_0C2020_04_19_19:27:43.fil.hdf5,1.0,1.0
0.499995_DM_152.58_beam_0I2020_04_13_02:10:45.fil.hdf5,2.7630702e-05,0.0
0.499995_DM_1533.28_beam_73C2020_05_31_19:52:42.fil.hdf5,8.328904e-05,0.0
0.499995_DM_157.80_beam_0C2020_04_12_01:13:04.fil.hdf5,1.0,1.0
0.499995_DM_165.78_beam_0C2020_03_23_03:07:34.fil.hdf5,1.0,1.0
0.499995_DM_173.46_beam_0C2020_04_07_03:04:07.fil.hdf5,1.0,1.0
0.499995_DM_177.14_beam_0C2020_04_13_07:52:16.fil.hdf5,0.99999106,1.0
0.499995_DM_189.73_beam_116C2019_12_06_15:26:26.fil.hdf5,1.738491e-06,0.0
0.499995_DM_198.32_beam_0I2020_04_22_16:52:12.fil.hdf5,6.3130696e-09,0.0
0.499995_DM_203.54_beam_216C2019_12_06_15:26:26.fil.hdf5,3.9437646e-06,0.0
0.499995_DM_205.08_beam_0C2020_03_15_15:48:33.fil.hdf5,0.99999964,1.0
0.499995_DM_206.00_beam_0C2020_03_15_16:18:51.fil.hdf5,0.9999999,1.0
0.499995_DM_21.18_beam_0C2020_03_30_02:59:41.fil.hdf5,0.99557436,1.0
0.499995_DM_23.02_beam_0C2020_04_13_08:30:52.fil.hdf5,0.9999999,1.0
0.499995_DM_238.23_beam_0C2020_04_11_21:24:50.fil.hdf5,1.0,1.0
0.499995_DM_241.61_beam_0C2020_04_12_04:46:03.fil.hdf5,0.99649245,1.0
0.499995_DM_25.79_beam_0C2020_04_13_10:10:45.fil.hdf5,0.99999213,1.0
0.499995_DM_27.02_beam_0C2020_04_13_10:10:34.fil.hdf5,1.0,1.0
0.499995_DM_294.72_beam_2C2020_03_31_00:07:15.fil.hdf5,3.4497192e-05,0.0
0.499995_DM_29.47_beam_0C2020_04_13_08:51:16.fil.hdf5,0.9837751,1.0
0.499995_DM_29.47_beam_560C2020_04_23_23:00:18.fil.hdf5,0.0026276743,0.0
0.499995_DM_355.20_beam_4C2020_03_31_00:11:16.fil.hdf5,2.6433344e-07,0.0
0.499995_DM_36.53_beam_331C2019_12_06_15:48:17.fil.hdf5,5.726981e-06,0.0
0.499995_DM_376.69_beam_0C2020_03_20_03:41:22.fil.hdf5,0.00047197205,0.0
0.499995_DM_402.85_beam_0C2020_02_02_11:27:02.fil.hdf5,1.0,1.0
0.499995_DM_41.45_beam_1C2020_04_14_01:48:41.fil.hdf5,0.000114318,0.0
0.499995_DM_49.12_beam_0C2020_03_20_21:34:22.fil.hdf5,1.0,1.0
0.499995_DM_49.12_beam_0C2020_03_28_12:44:23.fil.hdf5,0.98385173,1.0
0.499995_DM_49.12_beam_0C2020_03_28_15:22:57.fil.hdf5,0.99865556,1.0
0.499995_DM_502.60_beam_8C2020_02_02_12:06:34.fil.hdf5,2.6769025e-05,0.0
0.499995_DM_51.88_beam_5C2020_02_16_01:50:44.fil.hdf5,6.2784764e-08,0.0
0.499995_DM_55.57_beam_11C2020_02_02_05:44:01.fil.hdf5,0.00014662396,0.0
0.499995_DM_56.80_beam_0C2020_03_30_04:02:02.fil.hdf5,0.99999905,1.0
0.499995_DM_602.36_beam_542C2020_04_13_00:54:36.fil.hdf5,6.3208345e-06,0.0
0.499995_DM_60.79_beam_9C2020_02_16_01:45:37.fil.hdf5,2.0202997e-06,0.0
0.499995_DM_64.16_beam_557C2020_04_23_22:58:40.fil.hdf5,0.00050655263,0.0
0.499995_DM_70.61_beam_0C2020_04_19_16:23:37.fil.hdf5,1.0,1.0
0.499995_DM_84.42_beam_0C2020_04_19_16:03:06.fil.hdf5,1.0,1.0
0.499995_DM_931.40_beam_159C2020_04_27_02:17:33.fil.hdf5,1.8822893e-05,0.0
0.499995_DM_94.56_beam_0C2020_04_19_19:43:41.fil.hdf5,1.0,1.0
0.499996_DM_100.70_beam_0C2020_04_19_19:49:47.fil.hdf5,1.0,1.0
0.499996_DM_102.23_beam_11C2020_02_02_12:08:30.fil.hdf5,1.5083724e-05,0.0
0.499996_DM_1049.13_beam_9C2020_02_04_02:37:03.fil.hdf5,7.8820636e-07,0.0
0.499996_DM_113.90_beam_11C2020_04_07_04:53:20.fil.hdf5,0.00032880486,0.0
0.499996_DM_118.81_beam_0C2020_04_12_02:36:15.fil.hdf5,1.0,1.0
0.499996_DM_132.93_beam_53C2020_04_13_00:48:33.fil.hdf5,1.7864446e-05,0.0
0.499996_DM_1341.58_beam_8C2020_02_02_04:42:12.fil.hdf5,0.00045818865,0.0
0.499996_DM_1359.30_beam_531C2020_01_20_09:47:09.fil.hdf5,0.044296067,0.0
0.499996_DM_139.99_beam_517C2020_04_13_00:48:33.fil.hdf5,2.1079343e-07,0.0
0.499996_DM_143.98_beam_0C2020_04_07_03:42:56.fil.hdf5,0.99999666,1.0
0.499996_DM_146.13_beam_0C2020_04_19_19:27:56.fil.hdf5,1.0,1.0
0.499996_DM_1466.91_beam_443C2020_01_02_15:33:13.fil.hdf5,0.011559267,0.0
0.499996_DM_150.74_beam_0C2020_04_19_16:14:43.fil.hdf5,1.0,1.0
0.499996_DM_1526.42_beam_661C2020_04_13_02:21:13.fil.hdf5,0.012066107,0.0
0.499996_DM_159.03_beam_559C2020_04_27_02:19:46.fil.hdf5,0.001057887,0.0
0.499996_DM_161.48_beam_0I2020_01_12_23:24:31.fil.hdf5,0.001183964,0.0
0.499996_DM_162.10_beam_0C2020_04_12_00:07:57.fil.hdf5,0.9999975,1.0
0.499996_DM_162.40_beam_0C2020_03_23_03:05:26.fil.hdf5,1.0,1.0
0.499996_DM_165.17_beam_0C2020_04_11_23:53:44.fil.hdf5,0.99991655,1.0
0.499996_DM_172.53_beam_248C2019_12_18_08:43:56.fil.hdf5,0.011110004,0.0
0.499996_DM_173.15_beam_0C2020_04_07_02:56:53.fil.hdf5,0.99937266,1.0
0.499996_DM_173.76_beam_0C2020_04_07_03:10:56.fil.hdf5,1.0,1.0
0.499996_DM_176.83_beam_0C2020_03_15_17:49:02.fil.hdf5,0.99999833,1.0
0.499996_DM_177.14_beam_0C2020_03_30_01:46:45.fil.hdf5,1.0,1.0
0.499996_DM_177.14_beam_0C2020_04_13_07:55:34.fil.hdf5,0.9255128,1.0
