transientid,ML_PROB
0.318488_DM_156.88_beam_0C2020_04_12_01:28:54.fil.hdf5,0.99999964
0.320484_DM_163.63_beam_0C2020_04_19_17:48:14.fil.hdf5,1.0
0.325031_DM_49.12_beam_0C2020_03_28_15:24:16.fil.hdf5,0.88551456
0.366572_DM_501.30_beam_0C2020_03_15_20:13:09.fil.hdf5,1.0
0.370858_DM_29.16_beam_0C2020_04_13_09:27:12.fil.hdf5,1.0
0.371779_DM_75.83_beam_0C2020_02_27_23:54:14.fil.hdf5,1.0
0.37392_DM_23.02_beam_0C2020_04_13_08:28:35.fil.hdf5,1.0
0.377295_DM_87.19_beam_0C2020_04_07_02:13:49.fil.hdf5,1.0
0.378513_DM_175.30_beam_0C2020_03_23_03:19:17.fil.hdf5,1.0
0.378979_DM_174.99_beam_0C2020_04_19_19:30:22.fil.hdf5,0.99465793
0.004596_DM_174.68_beam_0C2020_04_19_19:29:57.fil.hdf5,0.9987949
0.392048_DM_180.82_beam_0C2020_04_19_17:26:05.fil.hdf5,1.0
0.408684_DM_239.15_beam_0C2020_04_19_17:36:06.fil.hdf5,0.9999995
0.409144_DM_81.05_beam_0C2020_04_19_16:19:42.fil.hdf5,1.0
0.414655_DM_85.04_beam_0C2020_04_19_18:54:42.fil.hdf5,1.0
0.425679_DM_168.54_beam_0C2020_03_23_03:04:33.fil.hdf5,1.0
0.427817_DM_75.83_beam_0C2020_03_15_23:08:28.fil.hdf5,1.0
0.434554_DM_192.18_beam_0C2020_04_14_01:41:58.fil.hdf5,1.0
0.436553_DM_238.23_beam_0C2020_04_11_21:31:22.fil.hdf5,1.0
0.440376_DM_166.39_beam_0C2020_03_23_03:14:54.fil.hdf5,1.0
0.451245_DM_81.97_beam_0C2020_04_11_21:17:15.fil.hdf5,1.0
0.458143_DM_164.25_beam_0C2020_03_23_03:05:47.fil.hdf5,1.0
0.459979_DM_402.85_beam_0C2020_02_02_11:30:01.fil.hdf5,1.0
0.467175_DM_32.23_beam_0C2020_04_11_22:32:30.fil.hdf5,0.9995691
0.470236_DM_164.55_beam_0C2020_04_12_00:12:36.fil.hdf5,0.99999833
0.470693_DM_57.10_beam_0C2020_03_30_04:06:18.fil.hdf5,0.9999989
0.47131_DM_295.33_beam_0C2020_04_19_20:12:06.fil.hdf5,1.0
0.471771_DM_93.94_beam_0C2020_04_19_18:42:16.fil.hdf5,1.0
0.478966_DM_162.71_beam_0C2020_03_23_03:08:47.fil.hdf5,1.0
0.479731_DM_75.83_beam_0C2020_02_27_23:55:44.fil.hdf5,1.0
0.48279_DM_177.14_beam_0C2020_04_13_07:59:23.fil.hdf5,1.0
0.486464_DM_163.63_beam_0C2020_04_12_00:05:45.fil.hdf5,1.0
0.490052_DM_30.39_beam_0C2020_04_11_22:14:06_1.fil.hdf5,0.9999999
0.49489_DM_93.94_beam_0C2020_04_19_19:45:16.fil.hdf5,0.9997651
0.498563_DM_163.02_beam_0C2020_04_12_00:06:34.fil.hdf5,1.0
0.499995_DM_105.61_beam_0C2020_04_14_04:25:46.fil.hdf5,0.99999964
0.499995_DM_128.94_beam_0C2020_04_19_18:32:03.fil.hdf5,1.0
0.499995_DM_143.68_beam_0C2020_03_15_15:42:51.fil.hdf5,1.0
0.499995_DM_146.13_beam_0C2020_04_19_19:27:43.fil.hdf5,1.0
0.499995_DM_157.80_beam_0C2020_04_12_01:13:04.fil.hdf5,1.0
0.499995_DM_165.78_beam_0C2020_03_23_03:07:34.fil.hdf5,1.0
0.499995_DM_173.46_beam_0C2020_04_07_03:04:07.fil.hdf5,1.0
0.499995_DM_177.14_beam_0C2020_04_13_07:52:16.fil.hdf5,0.9999969
0.499995_DM_205.08_beam_0C2020_03_15_15:48:33.fil.hdf5,0.9999964
0.499995_DM_206.00_beam_0C2020_03_15_16:18:51.fil.hdf5,1.0
0.499995_DM_21.18_beam_0C2020_03_30_02:59:41.fil.hdf5,0.9985189
0.499995_DM_23.02_beam_0C2020_04_13_08:30:52.fil.hdf5,1.0
0.499995_DM_238.23_beam_0C2020_04_11_21:24:50.fil.hdf5,1.0
0.499995_DM_241.61_beam_0C2020_04_12_04:46:03.fil.hdf5,0.9932147
0.499995_DM_25.79_beam_0C2020_04_13_10:10:45.fil.hdf5,0.99998474
0.499995_DM_27.02_beam_0C2020_04_13_10:10:34.fil.hdf5,0.99999917
0.499995_DM_29.47_beam_0C2020_04_13_08:51:16.fil.hdf5,0.993331
0.499995_DM_402.85_beam_0C2020_02_02_11:27:02.fil.hdf5,1.0
0.499995_DM_49.12_beam_0C2020_03_20_21:34:22.fil.hdf5,1.0
0.499995_DM_49.12_beam_0C2020_03_28_12:44:23.fil.hdf5,0.97036755
0.499995_DM_49.12_beam_0C2020_03_28_15:22:57.fil.hdf5,0.99670726
0.499995_DM_56.80_beam_0C2020_03_30_04:02:02.fil.hdf5,0.9999999
0.499995_DM_70.61_beam_0C2020_04_19_16:23:37.fil.hdf5,1.0
0.499995_DM_84.42_beam_0C2020_04_19_16:03:06.fil.hdf5,1.0
0.499995_DM_94.56_beam_0C2020_04_19_19:43:41.fil.hdf5,1.0
0.499996_DM_100.70_beam_0C2020_04_19_19:49:47.fil.hdf5,1.0
0.499996_DM_118.81_beam_0C2020_04_12_02:36:15.fil.hdf5,1.0
0.499996_DM_143.98_beam_0C2020_04_07_03:42:56.fil.hdf5,1.0
0.499996_DM_146.13_beam_0C2020_04_19_19:27:56.fil.hdf5,1.0
0.499996_DM_150.74_beam_0C2020_04_19_16:14:43.fil.hdf5,1.0
0.499996_DM_162.10_beam_0C2020_04_12_00:07:57.fil.hdf5,1.0
0.499996_DM_162.40_beam_0C2020_03_23_03:05:26.fil.hdf5,1.0
0.499996_DM_165.17_beam_0C2020_04_11_23:53:44.fil.hdf5,0.99999547
0.499996_DM_173.15_beam_0C2020_04_07_02:56:53.fil.hdf5,0.90035003
0.499996_DM_173.76_beam_0C2020_04_07_03:10:56.fil.hdf5,1.0
0.499996_DM_176.83_beam_0C2020_03_15_17:49:02.fil.hdf5,1.0
0.499996_DM_177.14_beam_0C2020_03_30_01:46:45.fil.hdf5,1.0
0.499996_DM_177.14_beam_0C2020_04_13_07:55:34.fil.hdf5,0.98963124
0.499996_DM_177.45_beam_0C2020_04_13_07:52:44.fil.hdf5,0.9999999
0.499996_DM_179.29_beam_0C2020_04_11_20:51:46.fil.hdf5,1.0
0.499996_DM_179.59_beam_0C2020_04_11_20:52:10.fil.hdf5,0.99999917
0.499996_DM_180.82_beam_0C2020_04_19_17:26:18.fil.hdf5,1.0
0.499996_DM_191.88_beam_0C2020_02_02_11:50:07.fil.hdf5,0.9999999
0.499996_DM_192.18_beam_0C2020_02_02_12:08:16.fil.hdf5,0.9999999
0.499996_DM_198.32_beam_0C2020_02_04_00:28:13.fil.hdf5,0.99999964
0.499996_DM_23.33_beam_0C2020_04_13_08:18:08.fil.hdf5,1.0
0.499996_DM_23.33_beam_0C2020_04_13_08:18:39.fil.hdf5,1.0
0.499996_DM_235.47_beam_0C2020_04_12_02:52:18.fil.hdf5,0.9948055
0.499996_DM_26.40_beam_0C2020_04_13_10:13:43.fil.hdf5,0.9999931
0.499996_DM_27.94_beam_0C2020_04_13_10:08:31.fil.hdf5,0.9999957
0.499996_DM_280.60_beam_0C2020_04_11_23:06:42.fil.hdf5,0.9988267
0.499996_DM_280.90_beam_0C2020_04_11_22:53:30.fil.hdf5,0.99998
0.499996_DM_281.21_beam_0C2020_04_11_23:05:01.fil.hdf5,1.0
0.499996_DM_281.52_beam_0C2020_04_11_22:54:45.fil.hdf5,1.0
0.499996_DM_281.83_beam_0C2020_04_11_23:09:17.fil.hdf5,1.0
0.499996_DM_30.39_beam_0C2020_04_13_08:42:34.fil.hdf5,1.0
0.499996_DM_31.01_beam_0C2020_04_11_22:34:03.fil.hdf5,0.999998
0.499996_DM_31.01_beam_0C2020_04_13_08:47:20.fil.hdf5,0.9993235
0.499996_DM_317.44_beam_0C2020_04_12_02:17:56.fil.hdf5,1.0
0.499996_DM_339.24_beam_0C2020_03_15_19:15:15.fil.hdf5,0.99997914
0.499996_DM_340.46_beam_0C2020_03_15_19:20:15.fil.hdf5,0.9999913
0.499996_DM_34.38_beam_0C2020_04_19_18:21:55.fil.hdf5,1.0
0.499996_DM_366.25_beam_0C2019_12_06_15:26:09.fil.hdf5,0.99921465
0.499996_DM_401.54_beam_0C2020_02_03_05:48:47.fil.hdf5,0.9957598
0.499996_DM_49.12_beam_0C2020_03_20_21:04:28.fil.hdf5,0.9999995
0.499996_DM_49.12_beam_0C2020_03_20_21:16:14.fil.hdf5,0.81503814
0.499996_DM_49.12_beam_0C2020_03_20_21:16:52.fil.hdf5,0.99999976
0.499996_DM_49.12_beam_0C2020_03_28_12:42:36.fil.hdf5,0.99581724
0.499996_DM_49.12_beam_0C2020_03_28_14:34:35.fil.hdf5,0.9999716
0.499996_DM_49.12_beam_0C2020_03_28_14:35:36.fil.hdf5,1.0
0.499996_DM_54.34_beam_8C2020_02_16_00:47:07_1.fil.hdf5,0.59787023
0.499996_DM_57.41_beam_0C2020_04_19_17:38:52.fil.hdf5,1.0
0.499996_DM_57.72_beam_0C2020_04_19_17:38:23.fil.hdf5,1.0
0.499996_DM_621.92_beam_0C2020_02_21_19:29:28.fil.hdf5,0.9995784
0.499996_DM_70.92_beam_0C2020_04_19_16:23:35.fil.hdf5,1.0
0.499996_DM_74.91_beam_0C2020_04_07_06:04:55.fil.hdf5,1.0
0.499996_DM_75.83_beam_0C2020_02_02_11:22:35.fil.hdf5,1.0
0.499996_DM_75.83_beam_0C2020_04_07_01:15:41.fil.hdf5,1.0
0.499996_DM_75.83_beam_0C2020_04_12_01:04:56.fil.hdf5,1.0
0.499996_DM_76.14_beam_0C2020_02_02_11:21:03.fil.hdf5,1.0
0.499996_DM_79.82_beam_0C2020_04_19_16:00:40.fil.hdf5,1.0
0.499996_DM_84.73_beam_0C2020_04_19_16:03:07.fil.hdf5,1.0
0.499996_DM_96.70_beam_0C2020_04_14_05:21:14.fil.hdf5,1.0
0.499997_DM_100.08_beam_0C2020_04_07_01:46:45.fil.hdf5,0.99999976
0.499997_DM_100.70_beam_0C2020_04_07_01:41:59.fil.hdf5,1.0
0.499997_DM_101.31_beam_0C2020_04_07_01:43:11.fil.hdf5,0.9999981
0.499997_DM_105.92_beam_0C2020_04_14_04:26:08.fil.hdf5,0.9999999
0.499997_DM_115.43_beam_0C2020_04_12_03:50:13.fil.hdf5,0.9998419
0.499997_DM_116.05_beam_0C2020_04_12_03:58:29.fil.hdf5,0.99999535
0.499997_DM_116.35_beam_0C2020_04_12_03:58:52.fil.hdf5,0.9999372
0.499997_DM_116.35_beam_0C2020_04_12_04:06:28.fil.hdf5,0.99999404
0.499997_DM_118.19_beam_0C2020_04_11_20:36:17.fil.hdf5,0.99986386
0.499997_DM_143.06_beam_0C2020_03_15_15:05:02.fil.hdf5,1.0
0.499997_DM_143.68_beam_0C2020_03_15_15:31:36.fil.hdf5,0.99999976
0.499997_DM_144.90_beam_0C2020_04_07_04:10:49.fil.hdf5,1.0
0.499997_DM_148.59_beam_0C2020_03_15_15:11:31.fil.hdf5,0.9976786
0.499997_DM_149.82_beam_0C2020_04_19_16:15:45.fil.hdf5,1.0
0.499997_DM_151.04_beam_0C2020_04_19_16:16:00.fil.hdf5,1.0
0.499997_DM_155.96_beam_0C2020_04_12_01:21:17.fil.hdf5,0.9999914
0.499997_DM_157.18_beam_0C2020_04_12_01:23:26.fil.hdf5,0.99999976
0.499997_DM_157.80_beam_0C2020_04_12_01:13:14.fil.hdf5,1.0
0.499997_DM_158.41_beam_0C2020_04_11_21:40:29.fil.hdf5,1.0
0.499997_DM_158.41_beam_0C2020_04_12_01:11:58.fil.hdf5,1.0
0.499997_DM_162.40_beam_0C2020_04_11_23:57:35.fil.hdf5,1.0
0.499997_DM_162.71_beam_0C2020_03_23_03:03:53.fil.hdf5,1.0
0.499997_DM_163.02_beam_0C2020_04_12_00:06:32.fil.hdf5,0.9999937
0.499997_DM_163.32_beam_0C2020_04_11_23:55:30.fil.hdf5,1.0
0.499997_DM_163.63_beam_0C2020_04_19_19:32:37.fil.hdf5,0.99999845
0.499997_DM_163.63_beam_0C2020_04_19_19:33:56.fil.hdf5,1.0
0.499997_DM_163.94_beam_0C2020_04_11_23:55:51.fil.hdf5,1.0
0.499997_DM_164.25_beam_0C2020_04_11_23:57:24.fil.hdf5,1.0
0.499997_DM_164.25_beam_0C2020_04_12_00:01:32.fil.hdf5,1.0
0.499997_DM_164.55_beam_0C2020_04_11_23:53:08.fil.hdf5,1.0
0.499997_DM_164.55_beam_0C2020_04_12_00:21:19.fil.hdf5,1.0
0.499997_DM_165.17_beam_0C2020_04_12_00:06:58.fil.hdf5,1.0
0.499997_DM_173.46_beam_0C2020_04_07_03:14:49.fil.hdf5,1.0
0.499997_DM_174.07_beam_0C2020_04_07_03:12:08.fil.hdf5,0.9999999
0.499997_DM_174.07_beam_0C2020_04_07_03:17:31.fil.hdf5,1.0
0.499997_DM_174.38_beam_0C2020_04_07_03:12:41.fil.hdf5,1.0
0.499997_DM_174.68_beam_0C2020_04_07_02:54:05.fil.hdf5,1.0
0.499997_DM_174.68_beam_0C2020_04_07_03:06:34.fil.hdf5,1.0
0.499997_DM_174.68_beam_0C2020_04_07_03:08:17.fil.hdf5,1.0
0.499997_DM_174.99_beam_0C2020_04_07_02:57:24.fil.hdf5,1.0
0.499997_DM_174.99_beam_0C2020_04_07_02:59:24.fil.hdf5,1.0
0.499997_DM_174.99_beam_0C2020_04_07_03:11:49.fil.hdf5,1.0
0.499997_DM_175.30_beam_0C2020_04_07_02:59:49.fil.hdf5,1.0
0.499997_DM_176.83_beam_0C2020_03_15_17:44:27.fil.hdf5,1.0
0.499997_DM_177.14_beam_0C2020_04_13_07:59:18.fil.hdf5,0.99999833
0.499997_DM_177.75_beam_0C2020_03_15_17:38:47.fil.hdf5,1.0
0.499997_DM_177.75_beam_0C2020_03_15_17:59:41.fil.hdf5,1.0
0.499997_DM_177.75_beam_0C2020_04_19_17:58:32.fil.hdf5,0.9999993
0.499997_DM_178.06_beam_0C2020_03_15_17:58:44.fil.hdf5,1.0
0.499997_DM_178.06_beam_0C2020_03_30_01:57:18.fil.hdf5,0.999998
0.499997_DM_180.21_beam_0C2020_04_11_20:42:54.fil.hdf5,0.9996953
0.499997_DM_190.65_beam_0C2020_04_14_01:41:59.fil.hdf5,0.99999976
0.499997_DM_191.57_beam_0C2020_04_14_01:33:19.fil.hdf5,0.9999982
0.499997_DM_191.88_beam_0C2020_02_02_11:47:58.fil.hdf5,1.0
0.499997_DM_191.88_beam_0C2020_02_02_11:48:24.fil.hdf5,1.0
0.499997_DM_192.18_beam_0C2020_04_14_01:36:14.fil.hdf5,0.9999136
0.499997_DM_192.49_beam_0C2020_04_14_01:32:26_1.fil.hdf5,1.0
0.499997_DM_214.29_beam_0C2020_04_07_07:00:27.fil.hdf5,0.99935156
0.499997_DM_214.59_beam_0C2020_04_07_07:02:50.fil.hdf5,0.9999881
0.499997_DM_220.43_beam_0C2020_04_11_23:22:27.fil.hdf5,0.9999813
0.499997_DM_23.33_beam_0C2020_04_13_08:25:34.fil.hdf5,0.9999999
0.499997_DM_235.16_beam_0C2020_04_12_02:52:37.fil.hdf5,1.0
0.499997_DM_235.78_beam_0C2020_04_12_02:58:11.fil.hdf5,1.0
0.499997_DM_235.78_beam_0C2020_04_12_03:06:37.fil.hdf5,0.9999999
0.499997_DM_23.64_beam_0C2020_04_13_08:31:01.fil.hdf5,0.9999919
0.499997_DM_23.64_beam_0C2020_04_13_08:32:11.fil.hdf5,1.0
0.499997_DM_237.93_beam_0C2020_04_11_21:22:32.fil.hdf5,0.992831
0.499997_DM_238.23_beam_0C2020_04_11_21:24:41.fil.hdf5,1.0
0.499997_DM_238.23_beam_0C2020_04_11_21:24:59.fil.hdf5,1.0
0.499997_DM_238.23_beam_0C2020_04_11_21:25:35.fil.hdf5,0.9999999
0.499997_DM_238.23_beam_0C2020_04_11_21:29:14.fil.hdf5,0.99999666
0.499997_DM_238.23_beam_0C2020_04_11_21:34:11.fil.hdf5,0.9999999
0.499997_DM_238.23_beam_0C2020_04_11_21:37:53.fil.hdf5,0.7777519
0.499997_DM_238.54_beam_0C2020_04_11_21:29:26.fil.hdf5,1.0
0.499997_DM_241.61_beam_0C2020_04_12_04:28:18.fil.hdf5,0.99999154
0.499997_DM_243.76_beam_0C2020_04_12_04:28:43.fil.hdf5,0.9999622
0.499997_DM_24.87_beam_0C2020_04_13_10:12:48.fil.hdf5,0.99999976
0.499997_DM_25.17_beam_0C2020_04_13_10:12:34.fil.hdf5,1.0
0.499997_DM_25.17_beam_0C2020_04_13_10:18:18.fil.hdf5,0.9999825
0.499997_DM_254.50_beam_0C2020_04_19_17:07:04.fil.hdf5,0.99999964
0.499997_DM_25.48_beam_0C2020_04_13_10:02:11.fil.hdf5,1.0
0.499997_DM_25.79_beam_0C2020_04_13_10:00:29.fil.hdf5,0.9999999
0.499997_DM_26.71_beam_0C2020_04_19_16:42:44_2.fil.hdf5,1.0
0.499997_DM_270.16_beam_0C2020_02_03_23:51:24.fil.hdf5,1.0
0.499997_DM_27.02_beam_0C2020_04_19_16:42:33_1.fil.hdf5,0.9999938
0.499997_DM_27.02_beam_0C2020_04_19_16:42:58.fil.hdf5,0.9999999
0.499997_DM_280.90_beam_0C2020_03_15_22:15:45.fil.hdf5,0.9999924
0.499997_DM_281.21_beam_0C2020_04_11_22:59:45.fil.hdf5,1.0
0.499997_DM_281.52_beam_0C2020_04_11_23:07:05.fil.hdf5,0.99999666
0.499997_DM_281.83_beam_0C2020_04_11_23:09:38.fil.hdf5,1.0
0.499997_DM_282.13_beam_0C2020_04_11_23:08:32.fil.hdf5,1.0
0.499997_DM_29.16_beam_0C2020_04_13_09:25:00.fil.hdf5,1.0
0.499997_DM_29.16_beam_0C2020_04_13_09:26:35.fil.hdf5,0.99787676
0.499997_DM_29.16_beam_0C2020_04_13_09:29:40.fil.hdf5,0.9999994
0.499997_DM_29.47_beam_0C2020_04_13_08:39:53.fil.hdf5,0.99928087
0.499997_DM_29.78_beam_0C2020_04_13_08:48:27.fil.hdf5,0.9999703
0.499997_DM_31.31_beam_0C2020_04_11_22:27:21.fil.hdf5,0.9999993
0.499997_DM_31.31_beam_0C2020_04_11_22:43:18.fil.hdf5,0.99999905
0.499997_DM_31.31_beam_0C2020_04_13_08:39:46.fil.hdf5,0.9999937
0.499997_DM_31.62_beam_0C2020_04_11_22:29:17.fil.hdf5,1.0
0.499997_DM_317.13_beam_0C2020_04_12_02:21:26.fil.hdf5,1.0
0.499997_DM_32.54_beam_0C2020_04_13_09:19:06.fil.hdf5,0.99999666
0.499997_DM_33.16_beam_0C2020_04_11_22:46:38.fil.hdf5,0.9742988
0.499997_DM_340.46_beam_0C2020_03_15_19:06:08.fil.hdf5,0.99993956
0.499997_DM_341.08_beam_0C2020_03_15_19:22:36.fil.hdf5,0.9999943
0.499997_DM_341.38_beam_0C2020_03_15_18:52:36.fil.hdf5,0.8411772
0.499997_DM_34.38_beam_0C2020_04_19_18:22:49.fil.hdf5,1.0
0.499997_DM_34.69_beam_0C2020_04_11_22:29:32.fil.hdf5,0.99999976
0.499997_DM_354.89_beam_0C2020_02_03_23:34:02.fil.hdf5,1.0
0.499997_DM_36.23_beam_0C2020_04_13_08:42:56.fil.hdf5,0.9992811
0.499997_DM_41.45_beam_4C2020_04_07_01:28:27.fil.hdf5,0.99975616
0.499997_DM_41.75_beam_1C2020_04_07_01:26:03.fil.hdf5,0.99999917
0.499997_DM_42.06_beam_1C2020_04_07_01:28:14.fil.hdf5,0.96713614
0.499997_DM_42.06_beam_1C2020_04_07_01:32:54.fil.hdf5,0.89166075
0.499997_DM_42.37_beam_0C2020_04_07_01:27:47.fil.hdf5,1.0
0.499997_DM_43.59_beam_0C2020_04_13_08:50:38.fil.hdf5,0.99999976
0.499997_DM_46.36_beam_0C2020_04_13_08:50:09.fil.hdf5,0.9999964
0.499997_DM_49.12_beam_0C2020_03_20_20:36:31.fil.hdf5,0.9999999
0.499997_DM_49.12_beam_0C2020_03_20_20:52:11.fil.hdf5,0.9993812
0.499997_DM_49.12_beam_0C2020_03_20_21:01:56.fil.hdf5,0.99872357
0.499997_DM_49.12_beam_0C2020_03_20_21:15:02.fil.hdf5,0.9999968
0.499997_DM_49.12_beam_0C2020_03_20_21:17:18.fil.hdf5,0.99973196
0.499997_DM_49.12_beam_0C2020_03_20_21:17:45.fil.hdf5,0.9999169
0.499997_DM_49.12_beam_0C2020_03_20_21:19:39.fil.hdf5,0.99383223
0.499997_DM_49.12_beam_0C2020_03_20_21:19:45.fil.hdf5,0.9997819
0.499997_DM_49.12_beam_0C2020_03_20_21:23:53.fil.hdf5,0.99993813
0.499997_DM_49.12_beam_0C2020_03_20_21:27:19.fil.hdf5,0.9989421
0.499997_DM_49.12_beam_0C2020_03_20_21:37:44.fil.hdf5,0.99999964
0.499997_DM_49.12_beam_0C2020_03_20_22:29:38.fil.hdf5,0.99999905
0.499997_DM_49.12_beam_0C2020_03_28_12:31:26.fil.hdf5,0.99660695
0.499997_DM_49.12_beam_0C2020_03_28_12:42:10.fil.hdf5,0.99999976
0.499997_DM_49.12_beam_0C2020_03_28_12:51:46.fil.hdf5,0.99956995
0.499997_DM_49.12_beam_0C2020_03_28_12:52:35.fil.hdf5,0.9998598
0.499997_DM_49.12_beam_0C2020_03_28_13:00:49.fil.hdf5,0.9976694
0.499997_DM_49.12_beam_0C2020_03_28_13:01:05.fil.hdf5,0.9960898
0.499997_DM_49.12_beam_0C2020_03_28_13:01:09.fil.hdf5,0.9999459
0.499997_DM_49.12_beam_0C2020_03_28_13:01:23.fil.hdf5,0.9999968
0.499997_DM_49.12_beam_0C2020_03_28_14:28:08.fil.hdf5,0.9961171
0.499997_DM_49.12_beam_0C2020_03_28_14:37:26.fil.hdf5,0.99809605
0.499997_DM_49.12_beam_0C2020_03_28_14:41:00.fil.hdf5,0.9991596
0.499997_DM_49.12_beam_0C2020_03_28_14:43:21.fil.hdf5,0.99989676
0.499997_DM_49.12_beam_0C2020_03_28_14:47:11.fil.hdf5,0.9999862
0.499997_DM_49.12_beam_0C2020_03_28_14:48:37.fil.hdf5,0.98822826
0.499997_DM_49.12_beam_0C2020_03_28_14:51:25.fil.hdf5,0.99999964
0.499997_DM_49.12_beam_0C2020_03_28_15:02:45.fil.hdf5,0.99991024
0.499997_DM_49.12_beam_0C2020_03_28_15:11:10.fil.hdf5,0.99988353
0.499997_DM_49.12_beam_0C2020_03_28_15:18:28.fil.hdf5,0.9997874
0.499997_DM_49.12_beam_0C2020_03_28_15:19:40.fil.hdf5,0.9996239
0.499997_DM_501.30_beam_0C2020_03_15_20:37:24.fil.hdf5,0.9999962
0.499997_DM_501.95_beam_0C2020_03_15_20:25:07.fil.hdf5,1.0
0.499997_DM_506.52_beam_0C2020_02_03_05:55:43.fil.hdf5,1.0
0.499997_DM_52.19_beam_0C2020_04_13_08:52:09.fil.hdf5,0.8540456
0.499997_DM_54.03_beam_0C2020_04_19_17:29:49.fil.hdf5,1.0
0.499997_DM_54.65_beam_0C2020_04_19_17:32:02.fil.hdf5,1.0
0.499997_DM_56.80_beam_0C2020_03_30_04:02:36.fil.hdf5,1.0
0.499997_DM_56.80_beam_0C2020_03_30_04:02:59.fil.hdf5,0.99999964
0.499997_DM_56.80_beam_0C2020_03_30_04:07:58.fil.hdf5,1.0
0.499997_DM_57.10_beam_0C2020_03_30_04:01:50.fil.hdf5,0.99999976
0.499997_DM_57.10_beam_0C2020_03_30_04:01:57.fil.hdf5,1.0
0.499997_DM_57.72_beam_0C2020_04_19_17:38:38.fil.hdf5,1.0
0.499997_DM_71.22_beam_0C2020_04_19_16:22:30.fil.hdf5,1.0
0.499997_DM_75.52_beam_0C2020_04_07_06:06:26.fil.hdf5,1.0
0.499997_DM_75.83_beam_0C2020_02_02_11:20:28.fil.hdf5,1.0
0.499997_DM_75.83_beam_0C2020_03_15_23:07:27.fil.hdf5,1.0
0.499997_DM_75.83_beam_0C2020_03_15_23:09:41.fil.hdf5,1.0
0.499997_DM_75.83_beam_0C2020_03_30_01:40:22.fil.hdf5,1.0
0.499997_DM_75.83_beam_0C2020_04_07_06:05:04.fil.hdf5,1.0
0.499997_DM_75.83_beam_0C2020_04_12_01:03:42.fil.hdf5,1.0
0.499997_DM_75.83_beam_0C2020_04_12_01:04:06.fil.hdf5,1.0
0.499997_DM_76.44_beam_0C2020_04_12_01:03:20.fil.hdf5,1.0
0.499997_DM_79.51_beam_0C2020_04_19_16:01:40.fil.hdf5,0.9996356
